,类别,标题,经度,纬度
555,三星半店铺,郑州哆哆醉重庆老火锅(沙口路店),113.6382492,34.78848636
556,三星半店铺,郑州鸿茂斋(优胜路店),113.6663584,34.77548066
557,三星半店铺,郑州潮汕记生鲜牛肉火锅(优胜北路店),113.669655,34.77541698
559,四星店铺,郑州尚牛寿喜烧(任寨北街店),113.675345,34.776134
561,三星半店铺,郑州麻辣森林串串香火锅(大石桥店),113.6579891,34.77523864
562,三星半店铺,郑州顶顶红·豆笋炖锅,113.6507074,34.77138216
563,三星半店铺,郑州鱼库秘制烤鱼(南阳路店),113.65782,34.775545
564,四星店铺,郑州佰人王串串香火锅(同乐路店),113.6682842,34.77824016
565,三星半店铺,郑州曹記鸭肠王火锅店(任寨北街店),113.6734648,34.77674676
569,三星半店铺,郑州牛市口胡涂串串火锅,113.6736949,34.75990964
570,四星半店铺,郑州鼎胜打边炉,113.6730982,34.76960838
571,三星半店铺,郑州丰元养生馆(新通桥店),113.6722893,34.77060752
572,三星半店铺,郑州香羊坊老北京羊蝎子火锅,113.6608279,34.77567842
573,四星店铺,郑州胡涂印象老串串(南阳路店),113.657818,34.77561698
575,三星半店铺,郑州崔福记凉菜老店,113.6510484,34.77214457
578,三星店铺,郑州辣出川四川牛肉牛杂火锅(南阳路店),113.6510336,34.78900564
580,四星店铺,郑州早点爱上鱼(南阳路岗杜街店),113.6591693,34.77563056
582,三星半店铺,郑州王婆大虾(沙口路店),113.6382492,34.78848636
589,三星店铺,郑州冰熔竹园火锅,113.6783749,34.78266362
590,四星店铺,郑州签王之王串串火锅(南阳路旗舰店),113.6736949,34.75990964
591,三星半店铺,郑州如意串串香,113.6513929,34.77187764
592,三星半店铺,郑州上水·王婆大虾(大石桥总店),113.660039,34.77363276
593,三星店铺,郑州海时尚自动餐厅,113.6626393,34.77143976
595,三星店铺,郑州鼎盛居羊蝎子鲜鸡烧烤,113.6867352,34.79856459
598,三星半店铺,郑州豆城油皮火锅(郑州总店),113.6604594,34.7731559
599,三星半店铺,郑州马玉山酸萝卜乌江鱼,113.6465609,34.77267113
600,三星半店铺,郑州醉红尘(南阳路店),113.6510336,34.78900564
602,四星店铺,郑州重庆仔新派火锅(优胜路店),113.6692335,34.77503301
603,四星店铺,郑州海底捞火锅(南阳路银兴悠客店),113.648944,34.80444398
604,三星半店铺,郑州围辣串串香(南阳路店),113.6449737,34.80298407
605,三星半店铺,郑州锅圈食汇火锅烧烤食材超市(二环路店),113.6473977,34.77547821
607,三星半店铺,郑州赵记清真牛肉,113.6511399,34.77243716
608,三星半店铺,郑州老北京旋转火锅(优胜北路店),113.6682832,34.77540468
609,四星店铺,郑州玉林串串香,113.6677174,34.77516814
611,四星店铺,郑州麻渣渣洪七公串串火锅,113.6736949,34.75990964
612,四星店铺,郑州龙情成都老火锅,113.6975843,34.78274478
615,三星半店铺,郑州原生态热烀炖地锅,113.6847121,34.8388146
619,三星半店铺,郑州康健康火锅厨房(农业东路店),113.7404637,34.7897671
620,三星半店铺,郑州说原牛潮汕鲜牛肉火锅,113.724827,34.79039794
622,四星店铺,郑州笨笨甲甲鱼坊(农业南路店),113.7645114,34.76323509
625,三星半店铺,郑州一锅端火锅集市(郑州总店),113.687965,34.79082794
627,三星半店铺,郑州四哥硬啃酱骨自助火锅(祭城店),113.7764708,34.7828252
629,三星半店铺,郑州额尔敦传统涮(东风南路店),113.763736,34.76416395
633,四星半店铺,郑州渔珺传奇石锅鱼(天泽街店),113.7433527,34.78964244
634,三星半店铺,郑州潮汕记生鲜牛肉火锅(天泽街店),113.7439165,34.79047524
635,三星半店铺,郑州朝辣門火锅(宏图街店),113.7430033,34.75855117
636,四星店铺,郑州京溪涮肉·清真(郑东新区店),113.769085,34.76252294
641,三星半店铺,郑州川东王牛杂火锅(通泰路店),113.739842,34.7562169
644,四星店铺,郑州顾渡日式河豚火锅料理,113.7479082,34.79703476
645,三星半店铺,郑州锅圈食汇火锅烧烤食材超市(金水东路店),113.7772621,34.78271669
647,三星半店铺,郑州围辣串串香(商业中心店),113.67291,34.81521967
649,三星半店铺,郑州锅圈食汇火锅烧烤食材超市(东方鼎盛店),113.7657895,34.75961427
652,三星店铺,郑州辣尚宫涮烤王主题餐厅,113.7177969,34.75489327
653,三星半店铺,郑州老北京旋转小火锅(西周路店),113.7362632,34.75687364
654,三星半店铺,郑州朋友圈煮串串(乐享城音乐夜市),113.7645017,34.76214825
657,三星半店铺,郑州福隆斑鱼庄,113.7659308,34.76167511
659,四星半店铺,郑州草原往事·冰煮羊(天泽街店),113.7450247,34.79207693
660,三星半店铺,郑州小不点涮烤蒙古印象(农业南路店),113.7645114,34.76323509
661,三星半店铺,郑州朱老八串串香,113.7804547,34.77963254
662,四星半店铺,郑州好彩猪肚鸡火锅(天泽街店),113.74501,34.7916456
664,四星半店铺,郑州霸王别姬新派打边炉,113.6730982,34.76960838
667,三星半店铺,郑州杨新伟老北京旋转小火锅(祭城店),113.775456,34.783916
669,三星半店铺,郑州牛鲜花雪花牛肉专营店(地润街店),113.726671,34.79385096
674,四星店铺,郑州樽舞和牛海鲜火锅,113.7370786,34.79082786
675,四星店铺,郑州浪八两烤涮店(天泽街店),113.7447126,34.7916
676,三星半店铺,郑州老四串串香(十里铺街),113.7366867,34.7589083
677,三星半店铺,郑州驭羊大爷烤羊腿·羊蝎子火锅(农业南路店),113.7645114,34.76323509
678,三星半店铺,郑州老鸭汤,113.7593514,34.78915129
682,四星店铺,郑州围辣串串香(熙地港店),113.8034682,34.81906267
683,三星半店铺,郑州廣顺興猪肚鸡(万安街店),113.7532544,34.76324003
684,四星半店铺,郑州海底捞火锅(商鼎路店),113.7647829,34.76210852
685,四星半店铺,郑州粤小煲鲜汤猪肚鸡(百福街店),113.7282308,34.75563419
686,四星店铺,郑州澳门肥九火锅(龙湖里店),113.7489413,34.79729414
688,四星半店铺,郑州京溪涮肉(九如东路店),113.7481808,34.78099248
691,四星半店铺,郑州牛汤陈跷脚牛杂火锅(农业南路店),113.7645114,34.76323509
692,五星店铺,郑州巴奴毛肚火锅(郑州绿地新都会店),113.7334455,34.77627469
693,三星半店铺,郑州赵记王海涮牛肚·烧烤城(龙子湖店),113.8127964,34.79700142
699,三星半店铺,郑州王小麻麻辣烫(海知音店),113.7368652,34.75463273
702,三星半店铺,郑州川麻婆泥锅涮肚串串火锅(通泰路店),113.739842,34.7562169
704,三星半店铺,郑州广顺兴猪肚鸡,113.777459,34.78794294
705,三星半店铺,郑州蠔先生猪肚鸡(龙子湖店),113.8053566,34.82509623
706,三星店铺,郑州咱家厨房(众意路店),113.7297541,34.79438514
709,四星店铺,郑州肴千签成都串串锅,113.6244115,34.77839144
712,三星半店铺,郑州花库·串串(天赋路店),113.7541814,34.79004031
721,三星半店铺,郑州洞氮胡记·羊肉馆(天泽街店),113.7447126,34.7916
722,三星半店铺,郑州亚布拉罕旺夫羊肉(姚桥店),113.8084842,34.81212541
724,三星半店铺,郑州叁味真火锅(天泽街店),113.7447126,34.7916
729,三星半店铺,郑州豫虾当家火锅(工大东门店),113.6540314,34.83398888
734,三星半店铺,郑州顺城老八烧鸡牛肉老店,113.6778141,34.75808808
747,三星半店铺,郑州三合·王婆大虾(锦华苑店),113.6646179,34.81088629
755,三星半店铺,郑州牛耳桥老火锅,113.7769826,34.76042179
765,三星半店铺,郑州憨老大铜锅涮羊蝎子烧烤,113.6867352,34.79856459
771,三星半店铺,郑州孙府大砂锅,113.6727953,34.82580918
772,三星半店铺,郑州五一涮锅,113.6723174,34.77319111
781,三星半店铺,郑州汕锦记潮汕牛肉火锅(睿达广场店),113.6545605,34.81514795
785,三星半店铺,郑州满江红串串香,113.6502675,34.83239283
790,三星半店铺,郑州久香串串香火锅烤串(科学大道店),113.629817,34.83941236
799,三星半店铺,郑州食玖火锅·专业火锅外卖食材(高新区店),113.6912475,34.78477554
806,三星半店铺,郑州龍清吉炒鸡鱼头泡饼,113.7772862,34.77322373
840,三星半店铺,郑州呷哺呷哺(郑州高新万达店),113.684249,34.79860098
842,三星半店铺,郑州威记涮锅,113.7136666,34.743591
845,三星半店铺,郑州醉巴鲜烤鱼(高新万达店),113.698622,34.80009699
854,五星店铺,郑州拾岁火锅(普罗旺世店),113.6383548,34.82792672
855,四星店铺,郑州旮旯小院,113.6493127,34.77836831
856,四星店铺,郑州沙胆彪炭炉牛杂煲(正弘城店),113.6870093,34.80163647
857,四星半店铺,郑州如一鸡鲍鱼(正弘城店),113.6870093,34.80163647
859,三星半店铺,郑州胡涂老串串牛油火锅(农科路店),113.698772,34.79705396
860,四星半店铺,郑州厚道寿喜烧専門店(建业凯旋店),113.687095,34.79929852
861,三星半店铺,郑州东来顺(金水路店),113.70315,34.76927894
863,四星半店铺,郑州云鼎汇砂(新世界店),113.6894857,34.75953345
865,四星半店铺,郑州旬野菜寿喜烧·日式自助火锅专门店(建业凯旋广场店),113.687095,34.79929852
867,四星店铺,郑州胡涂老串串牛油火锅(祭城店),113.7745969,34.78610341
868,四星店铺,郑州小肥羊(红专路店),113.667905,34.78583466
869,四星店铺,郑州麻门匠骨秘制羊棒骨(郑州总店),113.6882854,34.76117512
870,三星半店铺,郑州贤合庄卤味火锅(商城路店),113.7028411,34.75845797
871,三星半店铺,郑州西贝三宝(太格茂火锅店),113.8077354,34.79914676
872,四星店铺,郑州快乐小羊火锅(农科路店),113.6882928,34.79828184
874,三星半店铺,郑州老诚伊羊蝎子(国基路店),113.6520225,34.82588533
875,四星半店铺,郑州清真·香臣海捞无烟火锅,113.6892524,34.75866586
876,四星半店铺,郑州呷哺呷哺(局外太格茂店),113.808016,34.79925095
879,四星店铺,郑州时二崽重庆芋儿鸡招待所(蓝堡湾店),113.6843058,34.80143024
880,四星半店铺,郑州無间老友记养生打边炉(丰产路店),113.704486,34.78922096
882,四星半店铺,郑州付小姐在成都(郑东新区店),113.775056,34.77382097
883,四星店铺,郑州大龙燚火锅(经三路店),113.6995264,34.80438226
884,三星半店铺,郑州裕德孚手切涮羊肉(建业凯旋广场店),113.687095,34.79929852
886,四星店铺,郑州京豫马四涮锅(总店),113.683886,34.75834231
888,三星半店铺,郑州广东打边炉(城东路店),113.6730982,34.76960838
889,四星店铺,郑州洛阳涮牛肚(丰产路店),113.6928609,34.78928499
890,五星店铺,郑州巴奴毛肚火锅概念餐厅,113.699818,34.76928398
892,四星半店铺,郑州清真?领头羊铜锅涮,113.6448749,34.83717564
893,四星半店铺,郑州红蛙馆·麻辣鱼美蛙火锅(蓝堡湾店),113.6843058,34.80143024
894,四星店铺,郑州廣顺興猪肚鸡(祭城店),113.777459,34.78794294
895,四星店铺,郑州哆咪客年糕料理(太格茂店),113.8077354,34.79914676
896,四星店铺,郑州谭鸭血老火锅(正光路店),113.7709597,34.77795517
899,四星店铺,郑州广和馆猪肚鸡(索凌路店),113.6469746,34.83430656
900,四星半店铺,郑州电台巷火锅(农科路直营店),113.6924728,34.79797479
902,四星半店铺,郑州汕锦记潮汕牛肉火锅(东风路店),113.6545605,34.81514795
903,四星店铺,郑州蜀江龙火锅(建文店),113.6749832,34.7801969
904,三星半店铺,郑州廣順興猪肚鸡(蓝堡湾店),113.680536,34.80053397
905,四星半店铺,郑州谭鸭血老火锅(文化路店),113.673993,34.77686242
906,五星店铺,郑州清真·槐店王婆大虾(畅和街店),113.7753623,34.78559653
907,三星半店铺,郑州廣順興猪肚鸡(国基路店),113.6893862,34.8280574
908,三星半店铺,郑州皇宫大酒店,113.698515,34.80312093
909,四星半店铺,郑州土房子怪味鱼(未来路店),113.7222533,34.79147374
911,五星店铺,郑州热煲猪肚鸡(正弘城店),113.6873984,34.80128833
912,三星半店铺,郑州川西集市火锅(龙子湖店),113.8127964,34.79700142
913,五星店铺,郑州海底捞火锅(新世界百货店),113.6892493,34.75998637
914,四星店铺,郑州有拈头成都市井火锅(凤台路店),113.7208867,34.75574739
915,四星店铺,郑州额尔敦传统涮(金水万达店),113.68375,34.798374
916,三星半店铺,郑州小泉烧烤·老北京涮锅(紫荆山路店),113.686981,34.76054405
919,四星店铺,郑州谭鸭血老火锅(郑汴路总店),113.7266543,34.75244048
920,四星半店铺,郑州呷哺呷哺(大卫城丹尼斯店),113.672784,34.76282197
921,四星店铺,郑州蜀大侠火锅(建业凯旋广场店),113.687095,34.79929852
922,四星店铺,郑州清真?海记牛肚王(郑州总店),113.687965,34.79082794
923,四星店铺,郑州好彩猪肚鸡火锅(国基路店),113.6362084,34.82641611
924,五星店铺,郑州海底捞火锅(璞丽中心店),113.7021082,34.78127959
925,四星店铺,郑州麻门匠骨秘制羊棒骨(玉凤路店),113.7174131,34.762607
926,四星半店铺,郑州曹記猪肚鷄(任寨北街店),113.6743367,34.7768894
927,三星半店铺,郑州鸡太尉秘制火锅鸡(红旗路店),113.6792973,34.78278457
928,四星店铺,郑州阿森九记猪肚鸡(红专路店),113.7042668,34.78508624
929,四星半店铺,郑州好彩猪肚鸡火锅(十里铺街店),113.7362392,34.75690389
930,五星店铺,郑州海底捞火锅(印象汇店),113.7312305,34.7541542
931,四星店铺,郑州漫口火锅·茶饮·酒馆,113.7043242,34.77528549
932,四星半店铺,郑州海底捞火锅(凯隆店),113.672736,34.80700896
933,四星半店铺,郑州巴奴毛肚火锅(农科路店),113.694964,34.79769994
935,四星店铺,郑州黄记煌三汁焖锅(YOYO PARK店),113.6476374,34.8049097
936,四星半店铺,郑州巴奴毛肚火锅(yoyopark店),113.6862962,34.79117722
937,四星半店铺,郑州巴奴毛肚火锅(农业路店),113.70649,34.79273399
938,四星半店铺,郑州海底捞火锅(郑州凯旋广场店),113.668638,34.79373498
939,四星半店铺,郑州海底捞火锅(建业凯旋汇店),113.687095,34.79929852
940,五星店铺,郑州海底捞火锅(绿地新都会店),113.7757809,34.77633065
941,四星半店铺,郑州巴奴毛肚火锅(正弘旗店),113.70649,34.79273399
943,四星店铺,郑州佰人王串串香火锅直营店(经三路总店),113.687965,34.79082794
944,四星半店铺,郑州廣顺興猪肚鸡(明鸿路店),113.708796,34.79689997
945,三星半店铺,郑州鸿茂斋(正弘城店),113.6870093,34.80163647
946,五星店铺,郑州巴奴毛肚火锅(文化路店),113.671867,34.81446499
947,四星半店铺,郑州豆捞坊(正弘城店),113.687389,34.80237496
948,四星店铺,郑州黄记煌三汁焖锅(绿地新都会店),113.774849,34.77633599
949,四星半店铺,郑州汕锦记潮汕牛肉火锅(天明路店),113.6545605,34.81514795
950,四星店铺,郑州吉串签子火锅串串(绿地新田360店),113.775316,34.77595995
951,四星店铺,郑州齐祺渔锅(心怡路店),113.7768243,34.78509884
953,四星店铺,郑州火麒麟老灶火锅,113.6692539,34.83472138
954,三星半店铺,郑州舒来喜鱼锅(正弘城直营店),113.6870093,34.80163647
955,四星店铺,郑州添客转转锅·清真(璞丽中心店),113.7021082,34.78127959
956,四星店铺,郑州臻品涮肉,113.7043461,34.77619856
957,四星店铺,郑州京馆涮(商城路店),113.684741,34.75910396
958,三星半店铺,郑州卤盟主卤味火锅·太格茂店,113.8077354,34.79914676
959,三星半店铺,郑州鸿茂斋(经七路店),113.6870342,34.8015637
961,四星店铺,郑州不二绝味鱼妙(丰庆路店),113.6548336,34.82960328
962,四星店铺,郑州华上鲜重庆火锅(凤鸣路店),113.7240442,34.75562837
963,三星半店铺,郑州呷哺呷哺(YOYOPARK店),113.6862962,34.79117722
964,三星半店铺,郑州京馆涮(璞丽中心店),113.7021082,34.78127959
965,四星店铺,郑州贝加尔铜锅涮(福彩路店),113.7052682,34.80942105
968,四星店铺,郑州锦鸡坊广式猪肚鸡,113.7112438,34.78586157
969,三星半店铺,郑州黄记煌三汁焖锅(璞丽中心店),113.7023634,34.78098058
970,三星半店铺,郑州潮汕鼎记生鲜牛肉火锅?清真(紫荆山路店),113.68805,34.75914096
971,三星半店铺,郑州小蟹元迷宗蟹(通泰路店),113.739842,34.7562169
972,四星店铺,郑州凤凰城椰子鸡·百姓餐厅,113.719255,34.74931997
974,四星店铺,郑州锅大侠市集火锅(硅谷店),113.6717701,34.80257496
975,三星半店铺,郑州涂山苮重庆火锅(国基路总店),113.6699371,34.82018662
977,三星半店铺,郑州三合?王婆大虾(凯旋广场店),113.668638,34.79373498
979,三星半店铺,郑州小背篓菌汤火锅(聚源路店),113.745501,34.76451795
983,三星半店铺,郑州炉御·鹅味鲜(郑州花园路店),113.6873894,34.8108914
984,四星店铺,郑州牛蛙爱上虾(丰乐路店),113.653196,34.79257495
986,三星半店铺,郑州杨翔豆皮涮牛肚(璞丽中心店),113.7023103,34.78105078
987,四星店铺,郑州让签签飞小郡肝串串香火锅(龙子湖店),113.8138452,34.79690626
988,三星半店铺,郑州煲状元广式猪肚鸡(农科路店),113.6882928,34.79828184
990,四星店铺,郑州云鼎汇砂(丰业广场店),113.6498189,34.79235529
992,四星店铺,郑州大铜锅四季涮肉(国基路店),113.649744,34.82693896
993,四星店铺,郑州红菇坊火锅(百福街店),113.7428023,34.76100802
994,三星半店铺,郑州寻鲜纪火锅(上悦城店),113.6988604,34.77242315
995,四星店铺,郑州老巴适火锅(经三路店),113.6995616,34.80372085
996,三星半店铺,郑州齐祺渔锅(红专路店),113.697122,34.785765
997,三星店铺,郑州清真四季老北京涮肉(英协路店),113.724956,34.76087057
998,四星店铺,郑州清真·五位先生串串火锅店(紫荆山路店),113.6889218,34.76084809
999,三星半店铺,郑州寻鲜纪火锅(东明路店),113.6988604,34.77242315
1000,三星半店铺,郑州齐祺渔锅(十里铺店),113.632642,34.78057099
1002,四星店铺,郑州韦亮记涮牛肚(局外龙子湖店),113.8053566,34.82509623
1004,三星半店铺,郑州明记广东打边炉,113.7772692,34.78699717
1005,三星半店铺,郑州齐祺渔锅(龙子湖店),113.8215623,34.80960905
1006,三星半店铺,郑州牛蛙爱上虾(红旗路店),113.668439,34.78276494
1007,三星店铺,郑州齐祺渔锅(嵩山路店),113.632642,34.78057099
1008,三星半店铺,郑州让签签飞小郡肝串串香(YOYOPARK店),113.6476374,34.8049097
1013,四星店铺,郑州广州大排档开煲(红专路店),113.6477553,34.80480092
1014,三星半店铺,郑州云乡山菌,113.7748539,34.78570985
1015,三星半店铺,郑州杨翔豆皮涮牛肚麻辣烫·串串·火锅(yoyopark店),113.6862962,34.79117722
1016,三星半店铺,郑州马家胖孩?胖孩海鲜烧烤铜锅涮(聚源路总店),113.6513094,34.82656153
1017,三星半店铺,郑州喜虾客(太格茂店),113.808133,34.79852495
1018,三星半店铺,郑州王婆大虾(蓝堡湾店),113.6827681,34.80341126
1019,三星半店铺,郑州老二碳锅鱼海鲜烧烤大排档,113.6852002,34.762241
1020,三星半店铺,郑州锦鸡坊广式猪肚鸡(红专路店),113.7112438,34.78586157
1021,三星半店铺,郑州渔珺传奇·云南蒸汽石锅鱼(凯德广场店),113.7314399,34.75473868
1022,四星店铺,郑州小胖说手提串串·厕所串串,113.67157,34.77534894
1023,三星半店铺,郑州大口妹肉蟹煲(瀚海北金店),113.6729455,34.81519159
1024,三星店铺,郑州重庆锅巴饮年代火锅(龙子湖店),113.8151105,34.79701253
1025,三星半店铺,郑州蜀江龙火锅(龙子湖店),113.8053566,34.82509623
1026,三星半店铺,郑州和盛轩涮锅,113.7136666,34.743591
1028,三星半店铺,郑州小巷子老火锅,113.712277,34.78200796
1030,三星半店铺,郑州御辇曾成宗牛肉馆(唐人街茶城店),113.72635,34.760361
1031,三星半店铺,郑州巴记四个涮肉,113.706243,34.78059997
1032,三星半店铺,郑州茂顺哥鲜鱼火锅,113.696141,34.78009395
1034,三星半店铺,郑州情蛙缘铁锅牛蛙(局外·太格茂店),113.8077354,34.79914676
1035,三星半店铺,郑州柴鸡甲鱼,113.7282593,34.7466183
1036,三星半店铺,郑州齐祺渔锅(普罗旺世店),113.6371497,34.83161461
1037,三星半店铺,郑州藤麻麻藤椒豆花鸡(新世界百货店),113.689253,34.75915074
1038,三星半店铺,郑州王婆大虾(东明路店),113.7206619,34.7543862
1039,三星半店铺,郑州云南蒸汽石锅鱼(旗舰店),113.659204,34.81547394
1040,四星店铺,郑州西平·王婆大虾(祭城店),113.7767235,34.78536825
1042,四星店铺,郑州鑫农夫大盘鸡(蓝堡湾店),113.6843058,34.80143024
1043,三星半店铺,郑州全驴鲜汤,113.7530007,34.7670036
1044,三星半店铺,郑州广和馆猪肚鸡(聚源路店),113.7282308,34.75563419
1046,三星半店铺,郑州尚品鲜坊自助小火锅(幸福城店),113.7167711,34.74664425
1047,三星半店铺,郑州潮汕记生鲜牛肉火锅(索凌路清真店),113.6451528,34.8227637
1048,三星店铺,郑州清真巴记油泼面·老北京涮锅·马坡烧烤(经三路店),113.6870361,34.79093377
1051,三星半店铺,郑州虾吃虾涮虾火锅(东风路店),113.6692975,34.80546017
1052,三星半店铺,郑州王婆大虾(百福街店),113.7428023,34.76100802
1053,三星店铺,郑州夫幸园海鲜烧烤铜锅鸡(十里铺店),113.6496685,34.81851943
1055,三星店铺,郑州宽窄巷子成都火锅(祭城店),113.7764708,34.7828252
1057,三星半店铺,郑州狼爱上羊音乐火锅(幸福城店),113.7167711,34.74664425
1058,三星半店铺,郑州昕时器云南蒸汽石锅鱼(金城时代广场店),113.712728,34.781657
1060,四星店铺,郑州王子爱上虾(普庆路店),113.650364,34.82474998
1061,三星半店铺,郑州正宗潮汕牛肉丸火锅(花园路店),113.687439,34.80799696
1062,三星半店铺,郑州猪肚鸡·牛杂火锅(南阳路店),113.6510336,34.78900564
1064,三星半店铺,郑州昕时器蒸汽石锅鱼(瀚海北金店),113.6511176,34.82603023
1065,三星半店铺,郑州李福记猪肚包鸡(园田路店),113.659071,34.81549395
